brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years,price_inr,price_per_kwh_inr,range_per_10k_inr,range_per_kwh,value_score,price_bucket
Audi,e-tron GT,2025,Base,69716.21,72.8,250.0,73.8,7.04,145.0,400.0,342.0,AWD,5,SUV,36.4,1869.0,5,1,Germany,Premium,21802,3.43,5,5821303.54,79962.96,0.4295,3.4341,42.9457,₹50–75L
BMW,i7,2025,Premium,88626.17,42.7,150.0,121.0,7.91,129.0,638.0,538.0,AWD,7,Coupe,28.6,1728.0,4,1,Germany,Premium,40644,3.5,7,7400285.2,173308.79,0.2027,3.5129,20.2695,₹50–75L
BYD,Max,2022,Standard,68088.93,51.8,170.0,149.8,5.24,173.0,757.0,731.0,AWD,5,Hatchback,30.7,1668.0,4,1,China,Premium,201225,3.25,5,5685425.65,109757.25,0.299,3.2819,29.901,₹50–75L
Ford,E-Transit,2024,Premium,97929.01,50.3,198.0,106.3,6.92,139.0,1000.0,928.0,RWD,7,SUV,50.1,2018.0,5,0,US,Premium,20102,3.3,5,8177072.34,162566.05,0.2421,3.9364,24.214,₹75–100L
Mercedes,EQE,2022,Long Range,118966.22,83.4,306.0,122.6,4.73,187.0,634.0,605.0,RWD,5,Hatchback,38.1,1668.0,4,2,Germany,Luxury,78467,3.86,8,9933679.37,119108.87,0.308,3.6691,30.8043,₹75–100L
Mercedes,GLE EV,2021,Performance,167760.51,110.2,367.0,161.0,4.22,189.0,1000.0,912.0,RWD,7,Hatchback,38.9,1571.0,5,1,Germany,Luxury,66576,3.8,8,14008002.58,127114.36,0.262,3.3303,26.1993,₹100–150L
Rivian,R3,2024,Performance,105996.52,77.2,274.0,218.4,3.13,196.0,1000.0,918.0,RWD,7,Hatchback,16.2,1630.0,5,0,US,Luxury,1509,3.58,5,8850709.42,114646.5,0.3096,3.5492,30.958,₹75–100L
BYD,Max,2023,Long Range,94064.69,95.8,342.0,104.0,4.95,180.0,1000.0,918.0,AWD,5,Hatchback,37.9,1679.0,5,0,China,Premium,117049,3.64,5,7854401.62,81987.49,0.4354,3.5699,43.5425,₹75–100L
GM/Chevrolet,Equinox EV,2025,Long Range,58372.94,95.2,341.0,119.0,5.77,159.0,790.0,762.0,FWD,5,SUV,61.6,2173.0,5,1,US,Mid-range,5246,3.78,5,4874140.49,51198.95,0.6996,3.5819,69.9611,₹25–50L
Hyundai,Ioniq 5,2025,Premium,64470.9,46.6,166.0,128.6,5.27,172.0,778.0,729.0,AWD,7,Sedan,17.1,1574.0,4,0,South Korea,Mid-range,90740,3.34,4,5383320.15,115521.89,0.3084,3.5622,30.836,₹50–75L
Mercedes,EQG,2022,Long Range,140186.97,89.7,340.0,103.8,5.28,162.0,842.0,758.0,FWD,5,Hatchback,24.7,1500.0,4,1,Germany,Luxury,31832,4.04,8,11705612.0,130497.35,0.2905,3.7904,29.0459,₹100–150L
GM/Chevrolet,Silverado EV,2025,Premium,70759.08,83.3,278.0,111.1,6.63,157.0,1000.0,910.0,FWD,7,Coupe,27.5,1500.0,4,0,US,Premium,11923,3.61,4,5908383.18,70928.97,0.4705,3.3373,47.0518,₹50–75L
Ford,Explorer EV,2025,Standard,57566.92,54.3,184.0,70.1,7.12,140.0,608.0,572.0,FWD,5,SUV,48.4,1896.0,4,2,US,Mid-range,64630,3.23,5,4806837.82,88523.72,0.3828,3.3886,38.2788,₹25–50L
BMW,i5,2026,Long Range,125686.6,91.1,335.0,93.0,5.83,160.0,1000.0,891.0,AWD,5,Truck,65.5,2713.0,5,1,Germany,Luxury,50691,3.66,6,10494831.1,115201.22,0.3192,3.6773,31.9205,₹100–150L
Tesla,Model S,2024,Performance,64261.34,116.7,433.0,322.7,2.86,200.0,402.0,369.0,FWD,5,Hatchback,18.5,1894.0,3,2,US,Mid-range,145470,4.1,5,5365821.89,45979.62,0.807,3.7104,80.6959,₹50–75L
Kia,Sportage EV,2023,Base,31014.43,43.7,167.0,135.5,6.68,149.0,200.0,200.0,AWD,5,SUV,45.5,2106.0,5,1,South Korea,Budget,68930,3.05,4,2589704.9,59260.98,0.6449,3.8215,64.4861,₹25–50L
Polestar,3,2024,Standard,116528.23,75.6,282.0,77.2,7.01,144.0,886.0,811.0,AWD,5,Truck,76.9,2331.0,4,1,Sweden,Luxury,14704,3.58,4,9730107.2,128705.12,0.2898,3.7302,28.9822,₹75–100L
NIO,EL6,2024,Performance,144156.68,92.7,331.0,163.8,2.82,200.0,1000.0,847.0,AWD,5,Hatchback,23.3,1500.0,5,0,China,Luxury,28598,3.78,3,12037082.78,129849.87,0.275,3.5707,27.4984,₹100–150L
Tesla,Model X,2024,Base,97305.17,40.9,150.0,341.6,6.29,158.0,732.0,658.0,FWD,7,Van,77.3,1545.0,3,3,US,Premium,135420,3.42,5,8124981.7,198654.81,0.1846,3.6675,18.4616,₹75–100L
Tesla,Cybertruck,2021,Base,64613.56,49.8,175.0,218.9,7.79,130.0,429.0,370.0,RWD,5,Truck,57.4,2450.0,4,3,US,Mid-range,243316,3.49,5,5395232.26,108338.0,0.3244,3.5141,32.436,₹50–75L
Tesla,Model Y,2024,Premium,142240.31,46.3,166.0,245.7,5.49,152.0,1000.0,929.0,RWD,5,Truck,60.1,2813.0,5,2,US,Luxury,461025,3.45,6,11877065.88,256524.1,0.1398,3.5853,13.9765,₹100–150L
GM/Chevrolet,Blazer EV,2023,Standard,45534.53,61.3,201.0,148.1,7.67,130.0,476.0,404.0,AWD,7,Sedan,38.9,1500.0,5,2,US,Mid-range,7422,3.31,3,3802133.26,62025.01,0.5287,3.279,52.8651,₹25–50L
Ford,F-150 Lightning,2024,Long Range,88743.58,80.1,265.0,69.6,4.68,187.0,1000.0,902.0,FWD,2,Truck,78.0,2611.0,5,0,US,Premium,63330,3.64,4,7410088.93,92510.47,0.3576,3.3084,35.7621,₹50–75L
BYD,Dolphin,2021,Standard,36671.61,51.7,195.0,147.1,5.93,166.0,378.0,358.0,FWD,7,Truck,51.5,2585.0,4,1,China,Mid-range,112221,3.41,4,3062079.44,59227.84,0.6368,3.7718,63.6822,₹25–50L
Hyundai,Ioniq 5,2025,Standard,37110.33,75.5,266.0,79.4,7.93,130.0,269.0,275.0,AWD,7,Hatchback,31.6,1594.0,5,1,South Korea,Mid-range,143597,3.54,4,3098712.56,41042.55,0.8584,3.5232,85.8421,₹25–50L
Mercedes,EQE,2025,Performance,103655.43,79.6,307.0,201.7,3.25,197.0,574.0,523.0,RWD,7,Van,62.1,1865.0,4,2,Germany,Luxury,54248,3.94,8,8655228.4,108734.03,0.3547,3.8568,35.4699,₹75–100L
GM/Chevrolet,Blazer EV,2024,Performance,41328.5,93.2,342.0,182.4,4.37,186.0,448.0,355.0,RWD,5,Hatchback,26.7,1818.0,5,2,US,Mid-range,18258,3.87,4,3450929.75,37027.14,0.991,3.6695,99.1037,₹25–50L
Kia,Picanto EV,2025,Base,28245.98,68.8,222.0,54.1,5.42,171.0,171.0,200.0,RWD,5,Sedan,37.2,1730.0,4,0,South Korea,Budget,75515,3.26,4,2358539.33,34281.09,0.9413,3.2267,94.1261,<₹25L
Kia,Niro EV,2025,Base,55056.42,81.0,274.0,99.8,6.27,160.0,541.0,502.0,RWD,7,Coupe,20.3,1500.0,4,0,South Korea,Mid-range,118841,3.38,3,4597211.07,56755.69,0.596,3.3827,59.6014,₹25–50L
Hyundai,Kona Electric,2024,Premium,69523.19,77.9,274.0,115.1,6.78,145.0,852.0,751.0,RWD,7,Hatchback,18.4,1807.0,4,2,South Korea,Premium,133082,3.52,4,5805186.36,74521.01,0.472,3.5173,47.1992,₹50–75L
BYD,Atto 3,2024,Long Range,25253.73,99.1,355.0,139.7,5.45,167.0,197.0,200.0,FWD,7,Van,73.4,1891.0,4,0,China,Budget,158999,3.61,4,2108686.46,21278.37,1.6835,3.5822,168.3512,<₹25L
Kia,Sportage EV,2022,Long Range,89447.77,97.2,328.0,73.1,4.03,187.0,1000.0,921.0,FWD,5,SUV,69.6,2041.0,5,0,South Korea,Premium,135902,3.67,4,7468888.8,76840.42,0.4392,3.3745,43.9155,₹50–75L
BMW,iX,2025,Base,76098.9,67.8,221.0,149.8,6.59,150.0,535.0,453.0,FWD,5,SUV,40.4,1969.0,5,1,Germany,Premium,36766,3.35,8,6354258.15,93720.62,0.3478,3.2596,34.7798,₹50–75L
Audi,Q4 e-tron,2024,Base,103666.6,66.4,243.0,142.2,6.98,141.0,742.0,633.0,FWD,5,Truck,64.1,2348.0,4,2,Germany,Luxury,59232,3.4,6,8656161.1,130363.87,0.2807,3.6596,28.0725,₹75–100L
BMW,i4,2024,Standard,86675.29,62.4,204.0,145.8,5.1,172.0,640.0,578.0,FWD,5,Truck,67.2,2345.0,4,2,Germany,Premium,72572,3.35,8,7237386.72,115983.76,0.2819,3.2692,28.187,₹50–75L
GM/Chevrolet,Bolt EUV,2021,Standard,64473.77,77.6,293.0,135.5,6.86,143.0,834.0,769.0,FWD,5,Truck,66.0,2241.0,4,0,US,Mid-range,9147,3.72,4,5383559.8,69375.77,0.5442,3.7758,54.425,₹50–75L
Tesla,Cybertruck,2025,Base,55743.68,46.8,183.0,220.8,5.76,168.0,398.0,339.0,AWD,5,Truck,52.1,2748.0,4,2,US,Mid-range,237895,3.33,5,4654597.28,99457.21,0.3932,3.9103,39.316,₹25–50L
Hyundai,i30,2025,Performance,72352.97,86.6,289.0,157.1,3.15,200.0,921.0,811.0,RWD,5,Van,63.6,1868.0,3,0,South Korea,Premium,107166,3.51,4,6041473.0,69762.97,0.4784,3.3372,47.836,₹50–75L
Tesla,Model 3,2024,Performance,92846.92,75.3,265.0,226.2,4.28,180.0,653.0,618.0,RWD,5,Sedan,21.8,1500.0,3,2,US,Premium,187727,3.9,4,7752717.82,102957.74,0.3418,3.5193,34.1816,₹75–100L
BYD,Dolphin,2025,Base,64952.61,79.2,299.0,135.5,7.42,144.0,769.0,669.0,AWD,7,Coupe,35.0,1563.0,5,2,China,Mid-range,246706,3.79,4,5423542.94,68479.08,0.5513,3.7753,55.13,₹50–75L
GM/Chevrolet,Equinox EV,2024,Base,32869.42,73.8,276.0,87.4,5.87,157.0,282.0,288.0,FWD,5,SUV,40.0,2125.0,3,0,US,Budget,10258,3.6,4,2744596.57,37189.66,1.0056,3.7398,100.5612,₹25–50L
Volvo,C40 Recharge,2022,Base,46215.01,45.9,150.0,127.8,5.43,165.0,215.0,200.0,FWD,5,Hatchback,20.7,1790.0,5,1,Sweden,Mid-range,17974,3.32,3,3858953.34,84073.06,0.3887,3.268,38.8706,₹25–50L
Tesla,Model 3,2025,Premium,109716.37,72.9,254.0,269.0,7.48,140.0,761.0,696.0,AWD,7,Truck,75.7,2588.0,5,2,US,Luxury,176733,3.77,4,9161316.9,125669.64,0.2773,3.4842,27.7253,₹75–100L
Volkswagen,ID.4,2022,Long Range,82795.09,103.2,345.0,103.7,4.66,181.0,931.0,861.0,AWD,7,Coupe,20.5,1581.0,4,0,Germany,Premium,263434,3.53,5,6913390.02,66990.21,0.499,3.343,49.9032,₹50–75L
Ford,Mustang Mach-E,2026,Long Range,61924.92,108.2,354.0,77.3,5.13,168.0,651.0,587.0,FWD,7,Van,68.3,1684.0,4,1,US,Mid-range,37462,3.75,5,5170730.82,47788.64,0.6846,3.2717,68.4623,₹50–75L
BYD,Leaf 50X,2025,Long Range,51480.21,84.7,320.0,50.9,5.99,158.0,596.0,507.0,AWD,5,Hatchback,21.7,1730.0,5,0,China,Mid-range,132415,3.44,5,4298597.54,50750.86,0.7444,3.778,74.4429,₹25–50L
Kia,Sportage EV,2026,Standard,75695.59,58.1,208.0,85.2,6.28,151.0,904.0,810.0,AWD,5,SUV,56.3,1910.0,4,2,South Korea,Premium,99994,3.36,4,6320581.76,108787.98,0.3291,3.58,32.9084,₹50–75L
GM/Chevrolet,Blazer EV,2023,Base,30572.73,55.2,208.0,113.6,7.82,134.0,222.0,209.0,AWD,7,Coupe,34.1,1561.0,4,0,US,Budget,13459,3.31,4,2552822.96,46246.79,0.8148,3.7681,81.4784,₹25–50L
Kia,Sportage EV,2021,Performance,92296.55,118.8,403.0,218.8,3.5,197.0,1000.0,906.0,RWD,5,SUV,49.7,2329.0,5,0,South Korea,Premium,79309,3.97,4,7706761.92,64871.73,0.5229,3.3923,52.2917,₹75–100L
Tesla,Model S,2023,Base,41460.27,53.8,191.0,277.0,6.4,155.0,277.0,278.0,RWD,5,Van,78.4,1500.0,4,2,US,Mid-range,119951,3.56,4,3461932.54,64348.19,0.5517,3.5502,55.1715,₹25–50L
Volkswagen,ID.3,2025,Standard,53934.12,54.5,187.0,68.5,6.33,143.0,534.0,464.0,FWD,7,Sedan,33.7,1763.0,5,1,Germany,Mid-range,220093,3.36,3,4503499.02,82633.01,0.4152,3.4312,41.5233,₹25–50L
Ford,Explorer EV,2024,Premium,86809.78,64.0,201.0,144.5,7.58,126.0,1000.0,931.0,AWD,7,Truck,78.6,2676.0,4,2,US,Premium,40976,3.0,3,7248616.63,113259.63,0.2773,3.1406,27.7294,₹50–75L
Kia,EV9,2024,Performance,107669.85,101.4,345.0,247.6,2.61,200.0,1000.0,905.0,AWD,7,SUV,42.4,1870.0,5,0,South Korea,Luxury,128063,4.17,4,8990432.48,88663.04,0.3837,3.4024,38.3741,₹75–100L
Tesla,Cybertruck,2025,Premium,113505.79,80.7,286.0,323.1,6.52,155.0,854.0,760.0,RWD,5,Truck,51.4,2737.0,4,3,US,Luxury,162101,3.9,5,9477733.46,117444.03,0.3018,3.544,30.176,₹75–100L
GM/Chevrolet,Bolt EV,2024,Standard,37659.35,52.6,166.0,66.3,6.06,154.0,425.0,341.0,AWD,7,Sedan,29.7,1500.0,5,0,US,Mid-range,14766,3.22,4,3144555.72,59782.43,0.5279,3.1559,52.7897,₹25–50L
Tesla,Cybertruck,2025,Long Range,118632.47,86.9,300.0,238.9,4.75,168.0,867.0,784.0,FWD,5,Truck,62.8,2731.0,5,2,US,Luxury,209669,3.98,5,9905811.24,113990.92,0.3029,3.4522,30.2853,₹75–100L
GM/Chevrolet,Bolt EUV,2026,Premium,71451.17,77.0,267.0,102.3,7.57,130.0,979.0,856.0,AWD,7,Van,71.5,1633.0,5,0,US,Premium,1367,3.49,3,5966172.7,77482.76,0.4475,3.4675,44.7523,₹50–75L
Tesla,Model S,2025,Base,66113.76,42.6,168.0,261.0,7.33,137.0,469.0,481.0,RWD,7,Sedan,34.0,1665.0,4,2,US,Premium,185813,3.27,5,5520498.96,129589.18,0.3043,3.9437,30.432,₹50–75L
Toyota,bZ4X,2022,Premium,46862.78,63.4,215.0,101.5,6.6,151.0,390.0,345.0,AWD,7,Sedan,26.9,1614.0,5,0,Japan,Mid-range,1920,3.39,4,3913042.13,61719.91,0.5494,3.3912,54.9445,₹25–50L
Volkswagen,ID.3,2023,Performance,70444.74,90.5,338.0,176.8,4.38,185.0,775.0,702.0,FWD,7,Truck,67.1,2184.0,4,2,Germany,Premium,214221,3.69,4,5882135.79,64995.98,0.5746,3.7348,57.4621,₹50–75L
BYD,Qin,2022,Long Range,77020.14,86.6,333.0,87.9,5.6,161.0,792.0,733.0,FWD,5,Van,74.4,1500.0,5,1,China,Premium,167490,3.58,4,6431181.69,74263.07,0.5178,3.8453,51.779,₹50–75L
Tesla,Model S,2025,Performance,169177.37,89.9,303.0,309.6,3.53,200.0,1000.0,898.0,RWD,7,SUV,66.8,2131.0,4,3,US,Luxury,130032,3.68,6,14126310.4,157133.6,0.2145,3.3704,21.4493,₹100–150L
BYD,Atto 3,2025,Base,39603.87,75.1,266.0,100.7,5.93,158.0,525.0,432.0,AWD,5,Van,76.7,1754.0,5,0,China,Mid-range,195375,3.46,4,3306923.14,44033.6,0.8044,3.5419,80.4373,₹25–50L
Audi,Q4 e-tron,2023,Base,48523.32,82.6,283.0,91.7,7.19,137.0,157.0,200.0,AWD,5,SUV,55.9,2208.0,5,2,Germany,Mid-range,57366,3.57,6,4051697.22,49052.02,0.6985,3.4262,69.8473,₹25–50L
Xiaomi,SU7,2021,Long Range,49221.78,80.4,266.0,104.9,4.65,176.0,353.0,314.0,AWD,5,Hatchback,28.7,1717.0,5,2,China,Mid-range,23659,3.6,3,4110018.63,51119.63,0.6472,3.3085,64.7199,₹25–50L
Volkswagen,ID.3,2023,Premium,57817.4,40.4,167.0,88.6,5.78,156.0,536.0,511.0,AWD,5,Truck,70.7,2281.0,5,1,Germany,Mid-range,227778,3.41,3,4827752.9,119498.83,0.3459,4.1337,34.5917,₹25–50L
Volkswagen,ID. Buzz,2020,Standard,72240.69,59.6,178.0,99.9,6.94,143.0,750.0,689.0,FWD,5,Sedan,34.8,1734.0,4,1,Germany,Premium,255858,3.29,3,6032097.62,101209.69,0.2951,2.9866,29.5088,₹50–75L
GM/Chevrolet,Equinox EV,2022,Premium,82968.06,75.4,253.0,145.5,5.92,163.0,1000.0,913.0,AWD,7,SUV,36.1,2053.0,4,0,US,Premium,7825,3.4,4,6927833.01,91881.07,0.3652,3.3554,36.5194,₹50–75L
Audi,e-tron,2023,Long Range,82135.99,78.3,272.0,70.7,4.67,170.0,456.0,415.0,AWD,5,Sedan,35.8,1600.0,4,1,Germany,Premium,56851,3.65,6,6858355.16,87590.74,0.3966,3.4738,39.6597,₹50–75L
Kia,EV9,2020,Base,33055.17,58.2,200.0,83.2,6.11,158.0,176.0,200.0,AWD,7,SUV,55.5,2035.0,4,0,South Korea,Budget,139463,3.31,3,2760106.7,47424.51,0.7246,3.4364,72.461,₹25–50L
Volkswagen,ID.4,2022,Performance,97372.99,74.1,240.0,226.0,2.5,200.0,1000.0,878.0,AWD,5,Sedan,26.0,1616.0,4,0,Germany,Premium,246097,3.31,4,8130644.66,109725.3,0.2952,3.2389,29.518,₹75–100L
Volkswagen,ID.3,2024,Long Range,62606.34,101.2,370.0,104.7,4.37,186.0,640.0,593.0,RWD,5,Coupe,27.3,1892.0,4,0,Germany,Mid-range,233529,3.84,3,5227629.39,51656.42,0.7078,3.6561,70.7778,₹50–75L
GM/Chevrolet,Silverado EV,2024,Premium,80871.59,62.6,196.0,135.2,5.27,170.0,1000.0,911.0,AWD,5,Hatchback,15.1,1778.0,3,1,US,Premium,24840,3.52,3,6752777.76,107871.85,0.2903,3.131,29.0251,₹50–75L
Tesla,Model 3,2025,Standard,27829.58,72.9,249.0,215.3,5.62,177.0,169.0,200.0,RWD,7,Van,65.9,1500.0,4,2,US,Budget,110913,3.78,6,2323769.93,31876.13,1.0715,3.4156,107.1535,<₹25L
BMW,i3,2025,Standard,104401.84,73.3,250.0,133.4,5.28,178.0,879.0,791.0,RWD,5,Coupe,38.9,1612.0,5,1,Germany,Luxury,64517,3.56,5,8717553.64,118929.79,0.2868,3.4106,28.6778,₹75–100L
Volkswagen,ID.3,2026,Performance,77434.92,112.5,381.0,202.0,3.97,195.0,813.0,732.0,RWD,5,Sedan,33.6,1972.0,5,1,Germany,Premium,250773,3.82,3,6465815.82,57473.92,0.5893,3.3867,58.9253,₹50–75L
Ford,F-150 Lightning,2025,Performance,55789.82,103.1,355.0,158.0,2.55,200.0,526.0,443.0,AWD,2,Truck,57.8,2494.0,3,0,US,Mid-range,58686,4.0,4,4658449.97,45183.8,0.7621,3.4433,76.2056,₹25–50L
Tesla,Model Y,2026,Long Range,43501.07,92.1,328.0,316.0,4.82,177.0,282.0,240.0,FWD,7,Hatchback,28.1,1575.0,4,2,US,Mid-range,417203,3.88,6,3632339.34,39439.08,0.903,3.5613,90.2999,₹25–50L
Kia,EV9,2024,Premium,73063.27,55.1,176.0,114.3,7.87,137.0,826.0,792.0,RWD,7,SUV,46.4,1899.0,5,0,South Korea,Premium,143775,3.53,4,6100783.04,110722.02,0.2885,3.1942,28.8488,₹50–75L
Hyundai,Ioniq 5,2022,Standard,34455.09,43.1,150.0,86.2,5.04,165.0,227.0,212.0,AWD,5,Van,72.0,1606.0,5,1,South Korea,Budget,120724,3.13,5,2877000.01,66751.74,0.5214,3.4803,52.1376,₹25–50L
BMW,i3,2024,Performance,123235.74,117.3,428.0,187.9,3.59,186.0,1000.0,922.0,AWD,7,Truck,54.0,2571.0,5,1,Germany,Luxury,49531,3.97,6,10290184.29,87725.36,0.4159,3.6488,41.593,₹100–150L
Tesla,Cybertruck,2024,Premium,117988.5,65.2,250.0,315.7,5.38,160.0,846.0,761.0,FWD,5,Truck,57.5,2492.0,4,2,US,Luxury,117423,3.81,5,9852039.75,151104.9,0.2538,3.8344,25.3755,₹75–100L
Kia,Niro EV,2024,Standard,39013.49,67.3,235.0,97.3,5.22,171.0,263.0,250.0,RWD,7,Van,60.9,1500.0,4,1,South Korea,Mid-range,124150,3.57,4,3257626.42,48404.55,0.7214,3.4918,72.1384,₹25–50L
Kia,Picanto EV,2024,Long Range,50328.06,106.7,389.0,137.5,5.25,165.0,491.0,455.0,RWD,5,Hatchback,22.9,1655.0,4,0,South Korea,Mid-range,79174,3.94,3,4202393.01,39385.13,0.9257,3.6457,92.5663,₹25–50L
Kia,Picanto EV,2025,Base,48934.98,67.0,228.0,121.3,6.09,154.0,439.0,379.0,FWD,7,Coupe,17.9,1500.0,5,1,South Korea,Mid-range,106640,3.38,4,4086070.83,60986.13,0.558,3.403,55.7993,₹25–50L
Kia,Sportage EV,2025,Premium,89200.56,62.2,211.0,64.2,6.77,149.0,1000.0,893.0,AWD,7,SUV,37.1,2168.0,4,1,South Korea,Premium,55676,3.0,5,7448246.76,119746.73,0.2833,3.3923,28.3288,₹50–75L
BMW,iX,2025,Long Range,133417.07,99.6,348.0,95.3,5.06,178.0,1000.0,946.0,RWD,7,Van,73.3,1852.0,4,1,Germany,Luxury,53580,3.85,8,11140325.34,111850.66,0.3124,3.494,31.2379,₹100–150L
Ford,Explorer EV,2025,Performance,63490.76,108.0,370.0,240.1,3.78,196.0,712.0,688.0,RWD,5,Sedan,32.3,1500.0,4,0,US,Mid-range,37708,3.81,4,5301478.46,49087.76,0.6979,3.4259,69.7919,₹50–75L
BYD,Leaf 50X,2025,Premium,109495.59,62.3,209.0,109.9,6.81,147.0,1000.0,906.0,RWD,7,Hatchback,29.5,1641.0,4,0,China,Luxury,180168,3.53,4,9142881.76,146755.73,0.2286,3.3547,22.8593,₹75–100L
Mercedes,EQE,2023,Standard,112177.54,67.5,236.0,115.6,7.88,128.0,598.0,509.0,RWD,7,Van,76.5,1500.0,4,1,Germany,Luxury,38676,3.75,6,9366824.59,138767.77,0.252,3.4963,25.1953,₹75–100L
Hyundai,Ioniq 6,2022,Premium,45588.01,53.8,175.0,86.1,5.73,159.0,446.0,421.0,AWD,5,Truck,75.2,2462.0,4,1,South Korea,Mid-range,103603,3.49,4,3806598.84,70754.63,0.4597,3.2528,45.9728,₹25–50L
Tesla,Model Y,2022,Long Range,79776.37,94.5,332.0,311.4,5.72,163.0,586.0,542.0,FWD,5,Truck,51.9,2482.0,3,2,US,Premium,488350,4.0,4,6661326.9,70490.23,0.4984,3.5132,49.8399,₹50–75L
Tesla,Model X,2024,Performance,138879.13,102.3,358.0,284.2,3.61,197.0,1000.0,899.0,AWD,5,Sedan,29.3,1500.0,4,2,US,Luxury,187901,4.23,5,11596407.36,113356.87,0.3087,3.4995,30.8716,₹100–150L
BYD,Qin,2021,Premium,78313.97,76.1,270.0,72.1,7.6,135.0,953.0,926.0,AWD,5,Sedan,25.7,1856.0,4,0,China,Premium,235914,3.5,4,6539216.5,85929.26,0.4129,3.548,41.2894,₹50–75L
Ford,E-Transit,2024,Standard,81564.12,82.3,294.0,77.8,6.96,151.0,942.0,877.0,AWD,5,Van,70.0,1521.0,5,0,US,Premium,70445,3.48,3,6810604.02,82753.39,0.4317,3.5723,43.168,₹50–75L
GM/Chevrolet,Silverado EV,2025,Base,62818.0,73.6,282.0,143.3,6.75,140.0,828.0,701.0,RWD,7,Hatchback,22.9,1500.0,5,0,US,Mid-range,4921,3.66,4,5245303.0,71267.7,0.5376,3.8315,53.7624,₹50–75L
Ford,Explorer EV,2026,Premium,99667.98,62.4,220.0,125.5,5.05,163.0,1000.0,983.0,RWD,5,Sedan,24.7,1528.0,5,0,US,Premium,21835,3.4,3,8322276.33,133369.81,0.2644,3.5256,26.4351,₹75–100L
Hyundai,i30,2023,Standard,33062.26,78.5,266.0,67.8,7.78,128.0,260.0,262.0,AWD,5,Van,72.6,1627.0,5,0,South Korea,Budget,88310,3.39,4,2760698.71,35168.14,0.9635,3.3885,96.3524,₹25–50L
Volkswagen,ID.3,2025,Performance,46781.6,118.1,405.0,195.5,2.63,200.0,384.0,393.0,RWD,5,Truck,54.2,2545.0,5,2,Germany,Mid-range,268903,3.86,5,3906263.6,33075.9,1.0368,3.4293,103.6796,₹25–50L
Tesla,Model S,2022,Standard,127540.88,49.1,186.0,349.5,5.72,163.0,905.0,847.0,RWD,5,Coupe,33.3,1500.0,3,2,US,Luxury,136670,3.54,5,10649663.48,216897.42,0.1747,3.7882,17.4653,₹100–150L
BYD,Seagull,2024,Standard,53792.67,73.2,287.0,103.2,7.36,136.0,515.0,469.0,RWD,5,SUV,58.7,1740.0,4,0,China,Mid-range,246202,3.6,5,4491687.94,61361.86,0.639,3.9208,63.8958,₹25–50L
Volkswagen,ID. Buzz,2023,Performance,110994.9,76.8,250.0,178.2,3.16,198.0,1000.0,854.0,RWD,5,SUV,64.6,2041.0,5,2,Germany,Luxury,225518,3.24,4,9268074.15,120678.05,0.2697,3.2552,26.9743,₹75–100L
Tesla,Model X,2022,Long Range,85291.7,102.2,332.0,213.5,4.09,184.0,551.0,472.0,FWD,7,Van,72.4,1585.0,5,3,US,Premium,146415,3.95,4,7121856.95,69685.49,0.4662,3.2485,46.6171,₹50–75L
BYD,Seagull,2024,Standard,83643.93,76.5,285.0,54.8,6.71,154.0,928.0,833.0,FWD,5,Van,62.2,1686.0,5,0,China,Premium,218991,3.84,4,6984268.15,91297.62,0.4081,3.7255,40.806,₹50–75L
Kia,EV6,2025,Performance,117355.84,92.1,333.0,226.6,4.5,191.0,1000.0,877.0,AWD,5,Coupe,17.9,1599.0,4,2,South Korea,Luxury,136386,3.73,4,9799212.64,106397.53,0.3398,3.6156,33.9823,₹75–100L
GM/Chevrolet,Silverado EV,2023,Performance,95648.05,112.2,409.0,226.3,2.96,200.0,1000.0,920.0,RWD,5,Truck,61.7,2567.0,4,0,US,Premium,20948,3.66,5,7986612.18,71181.93,0.5121,3.6453,51.2107,₹75–100L
Xiaomi,SU7,2025,Base,55836.28,53.9,182.0,113.5,7.22,137.0,481.0,404.0,AWD,5,SUV,64.3,2092.0,4,1,China,Mid-range,22178,3.55,5,4662329.38,86499.62,0.3904,3.3766,39.0363,₹25–50L
Rivian,R2,2025,Long Range,102186.85,81.0,292.0,92.6,4.5,180.0,1000.0,892.0,RWD,5,Hatchback,30.2,1603.0,5,0,US,Luxury,2112,3.37,4,8532601.98,105340.77,0.3422,3.6049,34.2217,₹75–100L
BMW,i4,2025,Long Range,101731.56,98.6,360.0,120.9,5.12,183.0,853.0,812.0,FWD,5,Truck,55.2,2234.0,4,1,Germany,Luxury,41594,3.71,7,8494585.26,86151.98,0.4238,3.6511,42.3799,₹75–100L
Volkswagen,ID. Aero,2023,Base,44658.67,73.2,219.0,131.4,7.67,140.0,326.0,304.0,FWD,5,Sedan,27.4,1726.0,5,1,Germany,Mid-range,256210,3.39,5,3728998.94,50942.61,0.5873,2.9918,58.7289,₹25–50L
